,TransactionDT_observed,TransactionAmt_observed,P_emaildomain_observed,R_emaildomain_observed,card4_observed,card6_observed,dist1_observed,addr1_observed,DeviceType_observed,class_prob_observed,TransactionDT_attribution,TransactionAmt_attribution,P_emaildomain_attribution,R_emaildomain_attribution,card4_attribution,card6_attribution,dist1_attribution,addr1_attribution,DeviceType_attribution
10,4047140.0,92.0,yahoo.com,nan,mastercard,debit,1.0,476.0,nan,0.5170141458511353,0.14604465623718374,0.012171617154669915,0.0,0.0,0.0,0.0,0.0,0.009627785511408403,0.0
11,5599704.0,117.0,hotmail.com,nan,visa,debit,237.0,441.0,nan,0.5369840264320374,0.35552834992266147,0.0007534140972966451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,3000013.0,72.875,hotmail.com,hotmail.com,visa,debit,-1.0,-1.0,desktop,0.22091615200042725,0.05508114903327916,0.005652896853398056,8.736524531175514e-05,0.022292830946479814,0.0,0.0,0.0,0.01563530619166152,0.00976270631302607
13,3359829.0,27.97,yahoo.com,nan,visa,debit,14.0,315.0,nan,0.5186599493026733,0.3418804514198288,0.0007528079782423883,0.0,0.0,0.0,0.0,0.0033880781377853895,0.0026779229649414667,0.0
14,959183.0,50.0,gmail.com,gmail.com,visa,credit,-1.0,299.0,desktop,0.0719180777668953,0.012802158607031497,2.5595737976559695e-05,0.0028754856386431623,0.010710759861523828,0.007791679080513406,0.003651225843873147,0.0,0.0007101815503815689,0.01463010225889367
15,3890859.0,56.5,gmail.com,nan,mastercard,debit,0.0,272.0,nan,0.4811217486858368,0.18575237452273025,0.013279818794149254,0.0,0.0,0.0,0.0,0.002871980468664546,0.019525825431356652,0.0
16,7008409.0,107.95,gmail.com,nan,mastercard,debit,3.0,203.0,nan,0.5348860025405884,0.4253387567214114,0.01036526807182025,0.0,0.0,0.0,0.0,0.0006812906885326634,0.05621197721265588,0.0
17,6638341.0,39.0,gmail.com,nan,mastercard,debit,24.0,204.0,nan,0.5267595052719116,0.15454572377566708,0.0017502715141593508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4129809.0,390.0,yahoo.com,nan,mastercard,debit,4.0,324.0,nan,0.4892367422580719,0.09625522628443385,0.020772828295414797,0.013258644306073155,0.0,0.0,0.0,0.0005697243842617022,0.015512873052928458,0.0
19,8207776.0,171.0,gmail.com,nan,mastercard,debit,4.0,330.0,nan,0.5342515707015991,0.2806435700694891,0.05083939274927433,0.0,0.0,0.0,0.0,0.00018317197862982874,0.0,0.0
20,5434344.0,441.0,aol.com,nan,visa,credit,12.0,204.0,nan,0.5278185606002808,0.08136689050568795,0.07813170222113829,0.0015439362338796243,0.0,0.05667336885444405,0.0,7.697566500678633e-06,0.0,0.0
21,13555845.0,226.0,anonymous.com,nan,visa,debit,16.0,299.0,nan,0.45737317204475403,0.08009566528968494,0.02185058349531749,0.001548499933554735,0.0,0.0,0.0,0.006815470026437309,0.0002180269554518718,0.0
22,13979377.0,117.0,comcast.net,nan,visa,debit,-1.0,126.0,nan,0.48539769649505615,0.06198303601458931,0.0034011113792215423,0.004581891761551441,0.0,0.0,0.0,0.00021897705265181268,0.0071183825331658235,0.0
23,12805023.0,129.95,comcast.net,nan,visa,debit,-1.0,177.0,nan,0.5272881984710693,0.1683863341699586,0.03796154672977739,0.055275140280468336,0.0,0.0,0.0,0.0,0.06668861009673943,0.0
24,4301103.0,77.0,gmail.com,nan,mastercard,debit,17.0,337.0,nan,0.5346976518630981,0.2429878997943865,0.02724102790223316,0.0,0.0,0.0,0.0,0.014175875405399937,0.0,0.0
25,12487678.0,107.95,yahoo.com,nan,visa,debit,-1.0,264.0,nan,0.5324034094810486,0.11556048860023417,0.00033273722405870957,0.0,0.0,0.0,0.0,0.0,0.051634227991326685,0.0
26,8137403.0,28.458000000000002,nan,nan,mastercard,credit,-1.0,-1.0,nan,0.2139919549226761,0.006779585746358256,0.0004162747617453953,0.0,0.0,0.0,0.0032522831558548762,0.0,0.0025889288350677045,0.0
27,9667032.0,226.0,comcast.net,nan,visa,debit,5.0,126.0,nan,0.5356576442718506,0.2988461091799944,0.057344593165012406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,15647466.0,117.0,gmail.com,nan,mastercard,debit,-1.0,299.0,nan,0.5367950201034546,0.007662763272074174,0.0033278287904635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3889752.0,59.0,aol.com,nan,visa,debit,8.0,299.0,nan,0.5088531970977783,0.08881848649138122,0.0,0.0183518452409418,0.0,0.0,0.0,0.0004428596712149102,0.0016025192576268903,0.0
30,12698503.0,25.95,yahoo.com,nan,visa,debit,2.0,444.0,nan,0.49176523089408875,0.08109696244744406,0.0034577577532277277,0.0,0.0,0.0,0.0,0.00021478120588273595,0.005663070114223767,0.0
31,13211255.0,57.95,hotmail.com,nan,visa,debit,5.0,325.0,nan,0.30041444301605225,0.02991668970041213,0.0004416337302810059,0.031674676816737954,0.0,0.0,0.0,5.372339215806516e-05,0.000631008586793062,0.0
32,9246414.0,77.0,anonymous.com,nan,visa,debit,-1.0,181.0,nan,0.5381113886833191,0.025154887251406653,0.001230991659084115,0.001223312061762483,0.0,0.0591622210541476,0.0,0.0,0.00435004436021314,0.0
33,4135457.0,59.0,aol.com,nan,visa,debit,1.0,126.0,nan,0.5254573822021484,0.12685241395145613,0.0,0.0007208045335231757,0.0,0.0,0.0,0.0,0.0,0.0
34,1558642.0,29.415,hotmail.com,hotmail.com,mastercard,debit,-1.0,-1.0,nan,0.49223437905311584,0.3662309546055576,0.005090907511611537,0.005823717409579026,0.010553464357583241,0.0,0.0,0.0,0.0,0.0
35,6580675.0,31.95,yahoo.com,nan,mastercard,debit,4.0,203.0,nan,0.3788999915122986,0.10318495036915386,0.0003805026749332203,0.030318013782054745,0.0,0.0,0.0,0.0003774368509137075,0.0022452517093278996,0.0
36,9973410.0,117.0,gmail.com,nan,mastercard,debit,-1.0,264.0,nan,0.5281508564949036,0.07544296603900096,0.04512904601479362,0.0,0.0,0.0,0.0,0.0013660867940146603,0.052896091891728045,0.0
37,8297815.0,34.5,comcast.net,nan,visa,debit,23.0,272.0,nan,0.5110651850700378,0.1820558002980042,0.004221447320822634,0.007492184776667943,0.0,0.0,0.0,0.005125274765737023,0.026372235225482037,0.0
38,171093.0,141.0,hotmail.com,nan,visa,debit,-1.0,476.0,nan,0.4176938831806183,0.026228521725122775,0.0008246900485801734,0.005882077418347095,0.0,0.0,0.0,0.0001058840699574322,0.004521268385578786,0.0
39,4682647.0,36.95,gmail.com,nan,visa,credit,9.0,220.0,nan,0.5242714881896973,0.13596757792101527,0.08501482847215501,0.014813850593409532,0.0,0.0,0.0,0.002042917075654247,0.02753206770311571,0.0
40,2906646.0,97.0,hotmail.com,nan,visa,debit,3.0,299.0,nan,0.5167894959449768,0.07862612185854348,0.0013586374028499507,0.06308226897367784,0.0,0.0,0.0,0.0,0.0,0.0
41,2012701.0,32.356,gmail.com,gmail.com,mastercard,credit,-1.0,-1.0,mobile,0.2817382216453552,0.09697502054162378,0.0008872327118312898,0.0,0.0,0.0,0.00995028313266398,0.0,0.0,0.003286338304337228
42,1027975.0,107.95,nan,nan,visa,debit,1.0,272.0,nan,0.18152689933776855,0.04165072133774028,0.001232429797581022,0.006000605758473547,0.0,0.0,0.0,0.00018128209844993029,0.0033467277111599455,0.0
43,13612929.0,117.0,nan,nan,mastercard,credit,2.0,299.0,nan,0.4944445490837097,0.013453436538417388,0.0009056187367567817,0.0,0.0,0.022873136231707426,0.06822577394153058,6.291968370711948e-05,0.01076079683454414,0.0
44,13228333.0,14.879000000000001,outlook.com,outlook.com,visa,debit,-1.0,-1.0,mobile,0.2553790807723999,0.030425909817949726,0.00014988892581499497,0.004785834183641303,0.0018305369773979894,0.0,0.0,0.0,0.0029099037851720946,0.001480573962980235
45,6026911.0,39.0,yahoo.com,nan,mastercard,debit,-1.0,181.0,nan,0.45555129647254944,0.13262675402459959,0.007946019770529176,0.0,0.0,0.0,0.0,0.0,0.010230506112647626,0.0
46,9995368.0,117.0,gmail.com,nan,visa,credit,106.0,512.0,nan,0.5022609829902649,0.02562737469634699,0.001256740670029718,0.023676442601168468,0.0,0.0,0.08666494899790281,0.016720746238625468,0.02994908783239665,0.0
47,13555009.0,35.95,nan,nan,mastercard,debit,14.0,272.0,nan,0.4930717647075653,0.07109256724728771,0.007558386692489887,0.0,0.0,0.0,0.0,0.0036702386457023524,0.026657583049436374,0.0
48,11535178.0,30.95,yahoo.com,nan,mastercard,debit,6.0,123.0,nan,0.5055282711982727,0.1034804698544108,0.00012250679687336277,0.027855003137203224,0.0,0.05054838796353669,0.0,0.0005772068792331916,0.042909223235347946,0.0
49,1546617.0,40.0,yahoo.com,gmail.com,visa,debit,-1.0,420.0,desktop,0.06166559085249901,0.010015488325934666,0.00010912972294135215,0.005015178565240025,0.00924500242723041,0.0046707421297130045,0.0,0.0,0.0008086116595852141,0.017667187720120856
50,10805714.0,44.0,hotmail.com,nan,visa,debit,-1.0,143.0,nan,0.5467342138290405,0.15026008614144,0.001992118920455317,0.022012648305234736,0.0,0.0,0.0,0.0,0.06438905775952632,0.0
51,15292110.0,51.5,gmail.com,nan,visa,debit,-1.0,330.0,nan,0.528149425983429,0.15819416399156302,0.005251488854843618,0.0,0.0,0.0,0.0,0.0,0.4184966987155708,0.0
52,14089456.0,47.217,hotmail.com,hotmail.com,visa,credit,-1.0,-1.0,mobile,0.1464557945728302,0.018675845275522334,4.37898966745539e-05,0.0016711356787220749,0.004996540499891907,0.00651774228788724,0.0026264557285691557,0.0,0.0,0.004783920030652487
53,1723111.0,100.0,anonymous.com,anonymous.com,mastercard,debit,-1.0,315.0,desktop,0.11648360639810562,0.009045797541133901,0.0001012641713397177,0.003411534739660925,0.023161466060303514,0.0,0.0,0.0,0.0015847608360761852,0.017208876215550915
54,2421262.0,350.0,gmail.com,nan,mastercard,debit,30.0,299.0,nan,0.524895429611206,0.33194569003495894,0.03394654447295594,0.0,0.0,0.0,0.05474085699188691,0.003630805340493026,0.0,0.0
55,13917129.0,117.0,yahoo.com,nan,visa,debit,-1.0,204.0,nan,0.5142744779586792,0.07587122088366191,0.03998268551878157,0.0,0.0,0.0,0.0,0.0073509023947764115,0.0,0.0
56,1888609.0,47.95,nan,nan,visa,debit,-1.0,184.0,nan,0.4979891777038574,0.06575402108106053,0.0040653057854231536,0.0,0.0,0.044580240895699834,0.0,3.588410444671177e-05,0.0042207941751745475,0.0
57,2093390.0,150.0,gmail.com,gmail.com,visa,debit,-1.0,325.0,mobile,0.05235203728079796,0.01772228020586167,0.00023757093279440253,0.0,0.009941725052342682,0.0,0.0,0.00043316941461418496,0.0,0.009098913528943937
58,13668502.0,100.0,nan,gmail.com,mastercard,credit,-1.0,330.0,mobile,0.007369710598140955,0.0012186555429196046,0.0003634249764010918,0.0,0.0108876043824406,0.0,0.003626544250480978,0.0,0.0014779208379087545,0.005826569456285171
59,6988046.0,25.618000000000002,gmail.com,gmail.com,mastercard,debit,-1.0,-1.0,mobile,0.17556773126125336,0.04916480810357206,0.000124177228952325,0.0,0.0,0.0,0.0,0.0,0.0,0.0006753636843948054
60,9789974.0,29.0,nan,nan,visa,debit,262.0,191.0,nan,0.5251478552818298,0.11894607251587401,0.04595798878090122,0.0,0.0,0.0,0.0,0.13921090836562575,0.057741233763085445,0.0
61,5559332.0,117.0,gmail.com,nan,mastercard,debit,-1.0,325.0,nan,0.5221937298774719,0.05343039799732879,0.0,0.0,0.0,0.008040557083411734,0.0,0.0,0.060850152323898496,0.0
62,3010722.0,200.0,anonymous.com,anonymous.com,american express,credit,-1.0,299.0,desktop,0.01388192642480135,0.007832863761395487,0.0016091591039547376,0.002800345477095318,0.020002011392284292,0.009175626801591565,0.0012297189118573612,0.0,0.0025931218886775034,0.015040269412971825
63,7694843.0,59.0,nan,nan,visa,debit,22.0,123.0,nan,0.5181804895401001,0.061573144676986484,0.0,0.0,0.0,0.0,0.0,0.009338921962955066,0.014029962151872435,0.0
64,9933910.0,43.865,outlook.es,outlook.es,visa,debit,-1.0,284.0,nan,0.5102338790893555,0.06510686601787351,0.00534290116232838,0.03387633892872239,0.006727682502887406,0.0,0.0,0.0,0.0,0.0
65,4559970.0,59.0,gmail.com,nan,visa,debit,-1.0,225.0,nan,0.5352928638458252,0.3868943405525696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8968878.0,59.0,nan,nan,visa,debit,0.0,330.0,nan,0.4698903262615204,0.010975619434355054,0.006973591478131112,0.0,0.0,0.0,0.0,0.0,0.0009209289925571681,0.0
67,10070891.0,47.95,gmail.com,nan,mastercard,debit,11.0,264.0,nan,0.5238053798675537,0.061907709433266324,0.0002677809067263525,0.0,0.0,0.0,0.0,0.0011705031085797392,0.012047704689544326,0.0
68,3424995.0,57.95,nan,nan,mastercard,credit,2.0,122.0,nan,0.4402988851070404,0.07517685041568793,0.0002043513878118089,0.0,0.0,0.0,0.0,8.53744128600573e-05,0.01028446913821491,0.0
69,3601155.0,268.0,anonymous.com,nan,visa,debit,4.0,299.0,nan,0.5327010154724121,0.19423033187149694,0.06038995517506248,0.0,0.0,0.0,0.0,0.0006995340487125039,0.0015064530044676056,0.0
70,13189302.0,47.95,yahoo.com,nan,visa,debit,7.0,330.0,nan,0.5277905464172363,0.03629119863207885,0.00039910346551755516,0.0,0.0,0.0,0.0,2.3293732123364274e-06,0.0,0.0
71,2930892.0,60.0,anonymous.com,anonymous.com,visa,debit,-1.0,264.0,desktop,0.04748266935348511,0.0010936764279006347,7.325450797838876e-05,0.004050044003877088,0.017179548390037904,0.0068420383868823985,0.0,4.486747025682976e-05,0.0005453716265441551,0.015059137252612048
72,14674379.0,36.95,gmail.com,nan,visa,debit,2.0,469.0,nan,0.5401155352592468,0.1375049752141532,0.013599762007770164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,11677313.0,54.5,anonymous.com,nan,visa,debit,-1.0,220.0,nan,0.37299299240112305,0.010052418058074917,0.0001602853409646935,0.020094842176980546,0.0,0.0,0.0,0.0008015390286545394,0.0013557609486846477,0.0
74,12053287.0,67.95,yahoo.com,nan,visa,debit,1.0,191.0,nan,0.5258676409721375,0.1958370894348586,0.0002904576352646407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,6468717.0,10.0,nan,gmail.com,visa,credit,-1.0,299.0,desktop,0.01704222522675991,0.0020209818959214406,0.00038611928482930904,0.0,0.017591826244290638,0.007115093391071046,0.004025096217640615,3.803388820644012e-05,0.0012683258707449105,0.01717173172388381
76,2561040.0,117.0,nan,nan,visa,debit,68.0,299.0,nan,0.5316768288612366,0.1954330533445509,0.01589782636628557,0.0,0.0,0.0,0.0,0.009892493607935126,0.00021311616562559097,0.0
77,1907625.0,67.279,hotmail.com,hotmail.com,mastercard,debit,-1.0,-1.0,desktop,0.1391216516494751,0.05630308100796258,7.640208980768724e-05,0.0012293404962583098,0.003590158018869348,0.0,0.0,0.0,0.0,0.0044268607019199695
78,8740464.0,108.95,hotmail.com,nan,visa,debit,-1.0,264.0,nan,0.5359589457511902,0.5002330287270287,0.003453577122673117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,270386.0,150.0,gmail.com,yahoo.com,visa,credit,-1.0,225.0,desktop,0.059124287217855453,0.006102062677274259,0.0004828755755738128,0.0019034204555943566,0.0024012413028035254,0.006722217917587968,0.005711363325146178,0.0,0.004145269928714761,0.015148696578032994
80,13978402.0,59.0,nan,nan,visa,debit,1.0,204.0,nan,0.5175536274909973,0.01498572929765904,0.0008215407815477412,0.0,0.0,0.0,0.0,0.0005727671047208961,0.026088214579103503,0.0
81,9324712.0,80.359,gmail.com,gmail.com,mastercard,credit,-1.0,-1.0,desktop,0.1887938380241394,0.0376856260451347,0.00014939076677871252,0.0,0.0,0.0,0.003222551238517075,0.0,0.0,0.004515335179620441
82,13043486.0,117.0,yahoo.com,nan,mastercard,debit,-1.0,327.0,nan,0.539003312587738,0.4300624367923184,0.02238136109921552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,7776016.0,59.0,yahoo.com,nan,visa,debit,3.0,325.0,nan,0.5098741054534912,0.20309585378540543,0.005684279777012233,0.0,0.0,0.0,0.0,0.0010463519294940152,0.026518973595311177,0.0
84,12614462.0,117.0,gmail.com,nan,visa,credit,30.0,315.0,nan,0.5047332644462585,0.020046624757930613,0.014846797927797967,0.0,0.0,0.0,0.17447396373976928,0.0058832806994058365,0.010151074037827074,0.0
85,15714106.0,445.0,yahoo.com,nan,visa,debit,3.0,204.0,nan,0.48295262455940247,0.021655411717843662,0.04395479832000254,0.0,0.0,0.0,0.0,0.00010632228671974476,0.024597987661100246,0.0
86,5164516.0,57.95,gmail.com,nan,visa,debit,4.0,325.0,nan,0.5177627801895142,0.15871558023858867,0.0018185745198012622,0.0,0.0,0.0,0.0,0.00010884670425249953,0.01096442794213364,0.0
87,6178669.0,48.95,gmail.com,nan,mastercard,debit,-1.0,315.0,nan,0.5077835917472839,0.13280151002758145,0.023092493177962945,0.0,0.0,0.0669358918781366,0.16054095160013312,0.0,0.0,0.0
88,618351.0,117.0,yahoo.com,nan,mastercard,debit,11.0,433.0,nan,0.5142421722412109,0.10908289806098037,0.008870659157332025,0.0,0.0,0.0,0.0,0.0014608120875621632,0.05249466696641751,0.0
89,1007115.0,300.0,anonymous.com,nan,mastercard,debit,-1.0,226.0,desktop,0.047644730657339096,0.0024115761573880483,0.0004844358094804561,0.0045323752023092604,0.0,0.0,0.0,0.0,0.0034114510748695683,0.009994170249552773
90,10368777.0,34.0,yahoo.com,nan,visa,credit,-1.0,299.0,nan,0.5321833491325378,0.025024553506425337,0.00016987229619901215,0.22836398754571852,0.0,0.0,0.01617251724366893,0.0001417076434907944,0.01541962491775477,0.0
91,2987904.0,57.95,gmail.com,nan,mastercard,debit,-1.0,494.0,nan,0.4870162904262543,0.16285203631575262,0.007636522022854762,0.0,0.0,0.0846764535437436,0.0,0.0,0.006534427642186843,0.0
92,3715137.0,24.0,mail.com,nan,visa,debit,-1.0,204.0,nan,0.512786328792572,0.11425747500400185,0.004415115180443373,0.0029597382195797706,0.0,0.0,0.0,0.0,0.0,0.0
93,9636727.0,39.95,gmail.com,nan,visa,debit,13.0,184.0,nan,0.5261715054512024,0.004587660847321207,0.004534815591044459,0.0,0.0,0.0,0.0,0.0012038936648020976,0.0,0.0
94,1977610.0,159.95,anonymous.com,nan,visa,debit,-1.0,476.0,nan,0.5104231834411621,0.19825288107633884,0.007127197751298387,0.0016437365948999503,0.0,0.0,0.0,0.0,0.1131172844667004,0.0
95,5693794.0,49.0,gmail.com,nan,visa,debit,-1.0,272.0,nan,0.5252297520637512,0.12769618953697465,0.0021616625934443093,0.0,0.0,0.0,0.0,0.0,0.0068342209281223015,0.0
96,7826959.0,57.95,yahoo.com,nan,nan,nan,-1.0,226.0,nan,0.4254835546016693,0.02565497096315174,0.004523539354938985,0.038094960616039356,0.0,0.0023716139555171986,0.21107134973818656,0.0012153932502622544,0.0037479459026542963,0.0
97,15102199.0,226.0,hotmail.com,nan,visa,debit,21.0,203.0,nan,0.5157740712165833,0.04676647271237194,0.03521136476112395,0.002989159240759006,0.0,0.0,0.0,0.003633071042504785,0.0,0.0
98,5953219.0,8.7,gmail.com,gmail.com,visa,debit,-1.0,-1.0,nan,0.4741172194480896,0.2883066096970559,0.008251957241458894,0.0,0.0,0.016436192758540812,0.0,0.0,0.0,0.0
99,11222018.0,29.0,hotmail.com,nan,visa,debit,-1.0,325.0,nan,0.45098403096199036,0.00436067769137319,0.0003878640736755858,0.00739937558890756,0.0,0.0,0.0,0.00039676397165080274,0.000981508123308926,0.0
100,3174636.0,92.0,gmail.com,nan,mastercard,debit,3.0,325.0,nan,0.5123874545097351,0.05617457017637005,7.319778002142573e-05,0.0,0.0,0.03170705368293659,0.0,0.0003630422438484901,0.0008792384093506624,0.0
101,11047590.0,35.351,gmail.com,gmail.com,mastercard,debit,-1.0,-1.0,mobile,0.22528471052646637,0.06032732684178048,0.00031702262968732466,0.0,0.0,0.0,0.0,0.0,0.0,0.008375029440939217
102,8187151.0,35.95,gmail.com,nan,mastercard,debit,-1.0,476.0,nan,0.5332834720611572,0.46041230513056425,0.006529288587165733,0.0,0.0,0.0,0.0,0.0,0.014012227375390946,0.0
103,14586198.0,107.95,gmail.com,nan,visa,debit,-1.0,299.0,nan,0.5184381604194641,0.024657176976282072,0.0,0.0,0.0,0.0,0.0,0.0021621902116577348,0.007951790291351537,0.0
104,2129134.0,117.0,gmail.com,nan,visa,debit,-1.0,177.0,nan,0.5291624665260315,0.2657013526372609,0.02519367342718559,0.0,0.0,0.0,0.0,0.0,0.004189672739422253,0.0
105,10855022.0,117.0,gmail.com,nan,visa,debit,-1.0,299.0,nan,0.534235954284668,0.1485202480839488,0.02618455763733327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,6288372.0,226.0,aol.com,nan,mastercard,debit,3.0,123.0,nan,0.522670567035675,0.11559874929343485,0.014759863935654923,0.008356705331228204,0.0,0.0,0.0,0.00017348760357221865,0.0,0.0
107,9647425.0,41.086000000000006,anonymous.com,anonymous.com,visa,debit,-1.0,-1.0,mobile,0.24514202773571014,0.045293646859613,0.0002189732974137819,0.002362386195866197,0.02440106582381913,0.0,0.0,0.0,0.009772390069690332,0.0006987516765657208
108,3474967.0,53.97,ymail.com,nan,visa,debit,-1.0,327.0,nan,0.5156134963035583,0.25442367874864563,0.0025769244942715846,0.008829631143537258,0.0,0.0,0.0,0.0,0.00863105841190039,0.0
109,15519701.0,75.0,nan,gmail.com,mastercard,credit,-1.0,330.0,nan,0.030408864840865135,0.0005193692288991661,0.00012753114735382127,0.0,0.012024906079317743,0.0,0.002795367904072166,0.0,0.001217423109229913,0.0
110,1776144.0,87.95,nan,nan,visa,debit,4.0,123.0,nan,0.5166639089584351,0.13167359277916668,0.001063348978108926,0.0,0.0,0.0,0.0,1.4135134303542503e-06,0.013655808817247725,0.0
111,14425021.0,280.0,nan,nan,mastercard,debit,4.0,204.0,nan,0.4535885155200958,0.011374624107262813,0.0059044108433185276,0.0,0.0,0.004578054229078376,0.0,0.00018481613253905062,0.0064805113501950964,0.0
112,15341435.0,44.5,yahoo.com,nan,visa,debit,-1.0,315.0,nan,0.5458027720451355,0.09437952837804052,0.00195773619795448,0.031214066628263558,0.0,0.0,0.0,0.0,0.0,0.0
113,9935585.0,92.95,optonline.net,nan,visa,debit,-1.0,325.0,nan,0.5390056371688843,0.3266687066790835,0.012700562674502041,0.038941025095449305,0.0,0.0,0.0,0.0024234720205863194,0.008323371013218093,0.0
114,5410436.0,82.95,nan,nan,visa,debit,-1.0,441.0,nan,0.5243049263954163,0.07082347125534227,0.00813823041959472,0.0,0.0,0.0,0.0,0.0,0.0025038850217823055,0.0
115,15263422.0,87.0,gmail.com,nan,visa,debit,2.0,204.0,nan,0.5201764702796936,0.04430183694564458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,9694443.0,81.446,gmail.com,gmail.com,mastercard,debit,-1.0,-1.0,desktop,0.23967179656028748,0.0266731090760055,0.00021115504690236543,0.0010246499189119165,0.02703920465063253,0.0,0.0,0.0,0.009934111753877962,0.010324860416747652
117,14939315.0,59.0,gmail.com,nan,visa,debit,-1.0,337.0,nan,0.5438624024391174,0.21190092595526,0.011674333338914836,0.0,0.0,0.0,0.0,0.0,0.11419623474226696,0.0
118,1303785.0,53.5,comcast.net,nan,visa,debit,7.0,330.0,nan,0.5197437405586243,0.2084495366040862,0.027795426888701354,0.06319579815207983,0.0,0.0,0.0,0.002291744794349113,0.011274643281236138,0.0
119,3612736.0,59.0,yahoo.com,nan,visa,debit,-1.0,299.0,nan,0.5153138637542725,0.18687693232640154,0.0020118685180388527,0.0,0.0,0.0,0.0,0.0,0.029482699776596715,0.0
120,148782.0,44.0,gmail.com,nan,visa,debit,-1.0,476.0,nan,0.42407914996147156,0.014787229757637426,0.001065218416719681,0.004662693431123839,0.0,0.007765512710572841,0.0,0.0,0.0,0.0
121,6894319.0,33.957,hotmail.com,hotmail.com,visa,debit,-1.0,-1.0,desktop,0.12307865917682648,0.021533839393459597,5.267377787614583e-05,0.0005836710979507597,0.010704630692955509,0.0,0.0,0.0,0.010542221742820023,0.00926434080973297
122,14953822.0,22.97,gmail.com,nan,mastercard,debit,1.0,485.0,nan,0.5077861547470093,0.11268860526059903,0.04469142196514835,0.0,0.0,0.011563048003395552,0.0,9.058367384292208e-05,0.03930008344396607,0.0
123,8707232.0,25.95,nan,nan,visa,debit,26.0,485.0,nan,0.5151696801185608,0.29161947437844166,0.02483091577127033,0.0,0.0,0.0,0.0,0.0014307240256531105,0.0,0.0
124,6728951.0,58.95,msn.com,nan,visa,debit,-1.0,310.0,nan,0.42691439390182495,0.09829833457858922,0.003995191349338562,0.015840427801973866,0.0,0.0,0.0,0.0,0.009594194826348596,0.0
125,4927320.0,35.95,nan,nan,visa,debit,-1.0,191.0,nan,0.5204240679740906,0.02854558381443058,0.0,0.0,0.0,0.0,0.0,0.0003071514489690754,0.009189179119383568,0.0
